Transaction Name,Transaction Name URL,Organization Location,Organization Name,Organization Name URL,Funding Type,Money Raised,Money Raised Currency,Money Raised Currency (in USD),Announced Date,Investor Names,Number of Investors,Organization Description,Organization Industries
Seed Round - Easy Payment Gateway,https://www.crunchbase.com/funding_round/easy-payments-gateway-seed--bc54756d,"London, England, United Kingdom, Europe",Easy Payment Gateway,https://www.crunchbase.com/organization/easy-payments-gateway,Seed,900000,USD,900000,2014-09-30,"Avishai Abrahami, Bentworth Holding Ltd, Clover Holdings Ltd, Jose Manuel Peral Cortés, Optimizer Invest",5,Easy Payment Gateway is quite possibly the worlds best online payment gateway.,"Finance, Information Technology, Payments, Software"
Seed Round - Conundrum,https://www.crunchbase.com/funding_round/conundrum-seed--647e67d6,"Cambridge, Cambridgeshire, United Kingdom, Europe",Conundrum,https://www.crunchbase.com/organization/conundrum,Seed,1500000,USD,1500000,2019-02-25,Speedinvest,1,"Conundrum is a leading provider of Industrial AI software accelerating digital transformation for metal, mining and steel industries.","Analytics, Artificial Intelligence, Industrial Automation, Information Technology, Machine Learning, Software"
Seed Round - Obrizum,https://www.crunchbase.com/funding_round/obrizum-group-seed--476abc47,"Cambridge, Cambridgeshire, United Kingdom, Europe",Obrizum,https://www.crunchbase.com/organization/obrizum-group,Seed,1100000,GBP,1438256,2018-06-28,"Beaubridge, Cambridge Capital Group, Henley Business Angels",3,OBRIZUM is an AI based digital learning platform for companies and organizations.,"Artificial Intelligence, E-Learning, EdTech, Software"
Seed Round - Flowerbx,https://www.crunchbase.com/funding_round/flowerbx-seed--3e987c1b,"London, England, United Kingdom, Europe",Flowerbx,https://www.crunchbase.com/organization/flowerbx,Seed,1500000,GBP,1852350,2017-01-01,Finn Capital Partners,1,"Flowerbx is an online, wholesale, flower-delivery service.","E-Commerce, Fashion, Staffing Agency"
Seed Round - Clear Review,https://www.crunchbase.com/funding_round/clear-review-seed--01518c21,"London, England, United Kingdom, Europe",Clear Review,https://www.crunchbase.com/organization/clear-review,Seed,500000,GBP,678079,2018-05-14,Mercia Fund Managers,1,Clear Review is a continuous performance management and engagement system.,"Human Resources, Software"
Seed Round - Ryboquin,https://www.crunchbase.com/funding_round/ryboquin-seed--7c0f3d2f,"Selkirk, Scottish Borders, The, United Kingdom, Europe",Ryboquin,https://www.crunchbase.com/organization/ryboquin,Seed,1300000,GBP,1873758,2016-06-01,,,Ryboquin uses its expertise to turn under-developed intellectual property ideas into viable commercial realities.,"Commercial, Health Care, Medical, Pharmaceutical"
Seed Round - Opinsta,https://www.crunchbase.com/funding_round/opinsta-seed--77f7b6a0,"Birmingham, Birmingham, United Kingdom, Europe",Opinsta,https://www.crunchbase.com/organization/opinsta,Seed,300000,GBP,418688,2016-03-01,,,"Opinsta is a single platform to manage defect reporting (QA), health and safety checks, Inspections, 3rd party maintenance and more.","Asset Management, Customer Service, Enterprise Applications, Enterprise Software, Facilities Support Services, Health Care, Mobile Apps, Railroad, Software"
Seed Round - Echion Technologies,https://www.crunchbase.com/funding_round/echion-technologies-seed--242bbff3,"Cambridge, Cambridgeshire, United Kingdom, Europe",Echion Technologies,https://www.crunchbase.com/organization/echion-technologies,Seed,1500000,GBP,1923003,2018-11-23,"Origin Capital, Parkwalk Advisors",2,Echion Technologies develops superfast-charging Li-ion batteries,"Manufacturing, Renewable Energy"
Seed Round - Smartia,https://www.crunchbase.com/funding_round/smartia-7616-seed--945ee881,"Bristol, Bristol, City of, United Kingdom, Europe",Smartia,https://www.crunchbase.com/organization/smartia-7616,Seed,,,,2020-02-27,QVentures,1,Smartia provides scalable AI solutions that connect and transform industrial data into actionable insights.,"Artificial Intelligence, Information Technology, Machine Learning, Software"
Seed Round - Fat Llama,https://www.crunchbase.com/funding_round/fat-lama-seed--f67442b7,"London, England, United Kingdom, Europe",Fat Llama,https://www.crunchbase.com/organization/fat-lama,Seed,,,,2017-08-21,"FundersClub, Y Combinator",2,"Fat Llama is a peer-to-peer rental marketplace which allows people to rent spare items to others nearby, fully insured.","Marketplace, Peer to Peer, Rental, Rental Property"
Seed Round - Proteus,https://www.crunchbase.com/funding_round/proteus-e96d-seed--9ebd5cc4,"Aberdeen, Aberdeen City, United Kingdom, Europe",Proteus,https://www.crunchbase.com/organization/proteus-e96d,Seed,1800000,GBP,2300493,2020-03-01,,,"Proteus is an end-to-end project management software for teams working in energy, infrastructure & engineering sectors.","Civil Engineering, Consulting, Energy, Information Technology, Infrastructure, Oil and Gas, Project Management"
Seed Round - PerchPeek,https://www.crunchbase.com/funding_round/perchpeek-seed--c7e716c2,"London, England, United Kingdom, Europe",PerchPeek,https://www.crunchbase.com/organization/perchpeek,Seed,2000000,GBP,2714168,2021-01-17,"Episode 1, Jahed Rahman, Kevin Felix, Kris Rudeegraap",4,PerchPeek uses AI to guide people through every stage of their relocation from search to settling in.,"Artificial Intelligence, Building Material, Internet, Online Portals, Real Estate, Rental Property, Software"
Seed Round - Effective Space,https://www.crunchbase.com/funding_round/effective-space-solutions-seed--1c03bbed,"London, England, United Kingdom, Europe",Effective Space,https://www.crunchbase.com/organization/effective-space-solutions,Seed,1000000,USD,1000000,2014-12-01,Singulariteam,1,Effective Space manufactures spacecrafts intended to extend the life of communication satellites.,"Aerospace, Information Technology, Satellite Communication, Space Travel"
Seed Round - PlanetWatchers,https://www.crunchbase.com/funding_round/planetwatchers-seed--fff57f02,"London, England, United Kingdom, Europe",PlanetWatchers,https://www.crunchbase.com/organization/planetwatchers,Seed,1500000,USD,1500000,2019-10-01,Seraphim Space,1,PlanetWatchers is a geospatial intelligence and enterprise natural resource monitoring service.,"Analytics, Computer Vision, Geospatial, Machine Learning, Natural Resources"
Seed Round - Stacker,https://www.crunchbase.com/funding_round/stacker-79fe-seed--b5c7d72b,"London, England, United Kingdom, Europe",Stacker,https://www.crunchbase.com/organization/stacker-79fe,Seed,1200000,EUR,1324679,2019-10-11,"Charlie Songhurst, Pentech Ventures",2,Stacker is a no-code software creation platform that develops an application to help developers build software.,"Android, Information Technology, iOS, Mobile Apps, Software"
Seed Round - Logically,https://www.crunchbase.com/funding_round/the-logic-ally-seed--5c108081,"London, England, United Kingdom, Europe",Logically,https://www.crunchbase.com/organization/the-logic-ally,Seed,7000000,USD,7000000,2019-08-15,,,Logically combines artificial intelligence with expert analysts to reduce the harms caused by mis- and disinformation at speed and at scale.,"Artificial Intelligence, Machine Learning, Natural Language Processing, Social Entrepreneurship, Software"
Seed Round - Quimera Energy Efficiency,https://www.crunchbase.com/funding_round/quimera-energy-efficiency-seed--08775d5f,"London, England, United Kingdom, Europe",Quimera Energy Efficiency,https://www.crunchbase.com/organization/quimera-energy-efficiency,Seed,900000,EUR,1063823,2018-05-15,,,"Energy Efficiency, ESCO, Energy Saving, Energy Service ","Clean Energy, Energy, Energy Efficiency, Energy Management, Hospitality, Sustainability"
Seed Round - Entale Media,https://www.crunchbase.com/funding_round/entale-media-seed--9a9fe6c7,"London, England, United Kingdom, Europe",Entale Media,https://www.crunchbase.com/organization/entale-media,Seed,285000,GBP,393134,2018-01-15,Ascension,1,Entale offers an AI-powered platform that provides an immersive podcasting experience.,"Apps, Artificial Intelligence, Audio, Podcast"
Seed Round - Re-Vana Therapeutics,https://www.crunchbase.com/funding_round/re-vana-therapeutics-seed--3336acb1,"Belfast, Belfast, United Kingdom, Europe",Re-Vana Therapeutics,https://www.crunchbase.com/organization/re-vana-therapeutics,Seed,1200000,GBP,1584372,2017-10-23,"Clarendon Fund Managers, Techstart Ventures",2,Re-Vana Therapeutics is a ocular pharmaceuticals & drug delivery company.,"Health Care, Market Research, Medical, Therapeutics"
Seed Round - Origin,https://www.crunchbase.com/funding_round/origin-3-seed--256e55fc,"London, England, United Kingdom, Europe",Origin,https://www.crunchbase.com/organization/origin-3,Seed,750000,GBP,936213,2016-11-25,"Chris Adelsbach, Will Brooks, Will Martin",3,Origin is the primary marketplace for fixed income borrowers and dealers.,"Banking, Financial Services, FinTech, Marketplace"
Seed Round - SomaServe,https://www.crunchbase.com/funding_round/somaserve-seed--7fdff76f,"Cambridge, Cambridgeshire, United Kingdom, Europe",SomaServe,https://www.crunchbase.com/organization/somaserve,Seed,,,,2019-07-15,"David Ford, O2h Ventures, Oxford Investment Opportunity Network",3,Precision Solutions,"Biopharma, Biotechnology, Medical"
Seed Round - Contingent,https://www.crunchbase.com/funding_round/contingent-seed--3e0189fc,"London, England, United Kingdom, Europe",Contingent,https://www.crunchbase.com/organization/contingent,Seed,2300000,USD,2300000,2020-12-01,"Angel Invest, Concentric, Connect Ventures, David Mytton, Jeremy Yap, Seedcamp, Serge Chiaramonte",7,"The Supplier Insight platform that makes procurement easy for the whole business, by reducing risk and friction.","Information Services, Risk Management, Software, Supply Chain Management"
Seed Round - Traydstream,https://www.crunchbase.com/funding_round/traydstream-limited-seed--19852c97,"London, England, United Kingdom, Europe",Traydstream,https://www.crunchbase.com/organization/traydstream-limited,Seed,3500000,USD,3500000,2018-11-16,"Gauss Ventures, Tim Dempsey",2,"Traydstream automates the most critical aspects of converting, checking and managing trade finance documents.","Finance, Financial Services, FinTech, Information Technology, SaaS, Software"
Seed Round - Vollebak,https://www.crunchbase.com/funding_round/vollebak-seed--f174ae17,"London, England, United Kingdom, Europe",Vollebak,https://www.crunchbase.com/organization/vollebak,Seed,,,,2018-12-30,,,Vollebak is an online seller of clothing products.,"E-Commerce, Fashion, Retail"
Seed Round - Upside Energy,https://www.crunchbase.com/funding_round/upside-energy-seed--387985e9,"Manchester, Manchester, United Kingdom, Europe",Upside Energy,https://www.crunchbase.com/organization/upside-energy,Seed,545000,GBP,780320,2016-04-21,"Chris Joly, Ian Marchant",2,Upside Energy reduces greenhouse gases by enabling people to make smart choices about when to use energy.,"Energy, Energy Efficiency, Energy Management"
Seed Round - Bodle Technologies,https://www.crunchbase.com/funding_round/bodle-technologies-seed--096ac552,"Yarnton, Oxfordshire, United Kingdom, Europe",Bodle Technologies,https://www.crunchbase.com/organization/bodle-technologies,Seed,,,,2015-11-05,"Oxford Science Enterprises, Oxford University Innovation, Parkwalk Advisors",3,Developing SRD® technology for a low-power display of vivid colours that doesn’t look washed out in bright conditions,"Advanced Materials, CleanTech, Electronics, Information Technology, Manufacturing, Renewable Energy"
Seed Round - CorrosionRADAR,https://www.crunchbase.com/funding_round/corrosionradar-seed--863448df,"Cambridge, Cambridgeshire, United Kingdom, Europe",CorrosionRADAR,https://www.crunchbase.com/organization/corrosionradar,Seed,1000000,GBP,1294163,2019-11-01,MEIF Proof-of-Concept & Early Stage Fund,1,Smarter infrastructure using Industrial Internet of Things and Predictive Analytics,"Analytics, Artificial Intelligence, Electronics, Information Technology, Internet of Things, Messaging, Predictive Analytics, Sensor"
Seed Round - Banked,https://www.crunchbase.com/funding_round/banked-seed--480d3e9c,"London, England, United Kingdom, Europe",Banked,https://www.crunchbase.com/organization/banked,Seed,2350000,GBP,2896282,2020-05-06,"Acrew Capital, BACKED VC, Force Over Mass Capital, Kuvi Capital, Paul Forster",5,Banked is a fintech company that provides an account-to-account payment software platform offering an alternative to card schemes.,"Banking, Financial Services, FinTech, Payments, Software"
Seed Round - Touch Biometrix,https://www.crunchbase.com/funding_round/touch-biometrix-seed--25271874,"Saint Asaph, Denbighshire, United Kingdom, Europe",Touch Biometrix,https://www.crunchbase.com/organization/touch-biometrix,Seed,150000,GBP,203160,2018-05-09,Deepbridge Capital,1,Touch Biometrix is a start-up company that develops a new fingerprint authentication platform.,"Consumer, Consumer Electronics, Information Technology, Manufacturing"
Seed Round - Mindful Chef,https://www.crunchbase.com/funding_round/mindful-chef-seed--87172f7f,"London, England, United Kingdom, Europe",Mindful Chef,https://www.crunchbase.com/organization/mindful-chef,Seed,285000,GBP,433515,2015-12-12,,,"Mindful Chef delivers all the fresh ingredients you need to create delicious, heathy meals.","Cooking, Food and Beverage, Food Delivery, Food Processing"
Seed Round - Logically,https://www.crunchbase.com/funding_round/the-logic-ally-seed--b4a71ab2,"London, England, United Kingdom, Europe",Logically,https://www.crunchbase.com/organization/the-logic-ally,Seed,2500000,GBP,3137976,2020-07-13,"NPIF – Mercia Equity Finance, XTX Ventures",2,Logically combines artificial intelligence with expert analysts to reduce the harms caused by mis- and disinformation at speed and at scale.,"Artificial Intelligence, Machine Learning, Natural Language Processing, Social Entrepreneurship, Software"
Seed Round - Tenzo,https://www.crunchbase.com/funding_round/tenzo-seed--cf15b233,"London, England, United Kingdom, Europe",Tenzo,https://www.crunchbase.com/organization/tenzo,Seed,600000,GBP,745413,2017-04-10,"Acequia Capital (AceCap), Charlie Songhurst, Getti Restaurants, Michael Orland",4,"Bring your entire tech stack together in one place, get meaningful recommendations on how to hit your targets.","Mobile Apps, Restaurants"
Seed Round - DigitalGenius,https://www.crunchbase.com/funding_round/digital-genius-artificial-intelligence-seed--023dbb01,"London, England, United Kingdom, Europe",DigitalGenius,https://www.crunchbase.com/organization/digital-genius-artificial-intelligence,Seed,4100000,USD,4100000,2016-04-14,"Bloomberg Beta, Compound, Lerer Hippeau, London Startup Society, Lowercase Capital, Novel TMT Ventures, RRE Ventures, Runa Capital, Salesforce Ventures, Singularity Investments, Spider Capital",11,DigitalGenius is an artificial intelligence platform.,"Artificial Intelligence, Customer Service, Machine Learning"
Seed Round - Accelex,https://www.crunchbase.com/funding_round/accelex-seed--548c4f9b,"London, England, United Kingdom, Europe",Accelex,https://www.crunchbase.com/organization/accelex,Seed,3500000,GBP,4949347,2021-05-25,"AlbionVC, Expon Capital, Illuminate Financial, SixThirty",4,"Accelex is a data acquisition, analytics, and reporting solutions provider for alternative investors and asset servicers.","Analytics, Data Integration, Financial Services"
Seed Round - TRIP,https://www.crunchbase.com/funding_round/trip-80a0-seed--214433e5,"London, England, United Kingdom, Europe",TRIP,https://www.crunchbase.com/organization/trip-80a0,Seed,3500000,GBP,4951125,2021-05-17,"Christian Angermayer, Maria Raga",2,TRIP is a CBD brand that sells wellness products infused with adaptogens.,"Cannabis, E-Commerce, Food and Beverage"
Seed Round - Traydstream,https://www.crunchbase.com/funding_round/traydstream-limited-seed--b96bf7b1,"London, England, United Kingdom, Europe",Traydstream,https://www.crunchbase.com/organization/traydstream-limited,Seed,,,,2016-09-01,,,"Traydstream automates the most critical aspects of converting, checking and managing trade finance documents.","Finance, Financial Services, FinTech, Information Technology, SaaS, Software"
Seed Round - ContentCal,https://www.crunchbase.com/funding_round/content-calendr-seed--15c1716e,"London, England, United Kingdom, Europe",ContentCal,https://www.crunchbase.com/organization/content-calendr,Seed,150000,GBP,228225,2015-11-17,,,"ContentCal allows users to collaborate, share, plan and publish content to drive engagement on social media.","Content, Publishing, Social Media"
Seed Round - Midnite,https://www.crunchbase.com/funding_round/midnite-seed--efb5b4dd,"London, England, United Kingdom, Europe",Midnite,https://www.crunchbase.com/organization/midnite,Seed,,,,2019-06-07,Venrex,1,Midnite is a platform that is building the future of betting.,Gambling
Seed Round - Gravity Co-living,https://www.crunchbase.com/funding_round/gravity-co-living-seed--43205030,"London, England, United Kingdom, Europe",Gravity Co-living,https://www.crunchbase.com/organization/gravity-co-living,Seed,500000,GBP,607928,2019-09-01,Forward Momentum,1,Gravity Co-living is a catalyst for personal and professional development.,"Communities, Hospitality, Property Management, Real Estate"
Seed Round - Dragonfly AI,https://www.crunchbase.com/funding_round/dragonfly-ai-seed--75280973,"London, England, United Kingdom, Europe",Dragonfly AI,https://www.crunchbase.com/organization/dragonfly-ai,Seed,625000,GBP,828529,2020-11-17,"Capita, Downing Ventures",2,Dragonfly AI is a predictive visual analytics platform that simulates how attention works in the brain to show what the audience sees first.,"Analytics, Artificial Intelligence, Machine Learning"
Seed Round - clearmatics,https://www.crunchbase.com/funding_round/clearmatics-seed--d2f55ecf,"London, England, United Kingdom, Europe",clearmatics,https://www.crunchbase.com/organization/clearmatics,Seed,830284,GBP,1261916,2015-09-27,"Nyca Partners, Route 66 Ventures",2,Designing protocols and build platforms for decentralised Financial Market Infrastructure (dFMI).,"Blockchain, Ethereum, FinTech, Information Technology, Software Engineering"
Seed Round - Neva Aerospace,https://www.crunchbase.com/funding_round/neva-aerospace-ltd-seed--dd59ab5f,"Falmer, East Sussex, United Kingdom, Europe",Neva Aerospace,https://www.crunchbase.com/organization/neva-aerospace-ltd,Seed,2000000,USD,2000000,2013-09-29,,,"Manufacturer of Heavy Drones & robotic aerial platforms, SasS platform for industrial drone management","Aerospace, B2B, Drones, Industrial, Robotics, Transportation"
Seed Round - Geomiq,https://www.crunchbase.com/funding_round/geomiq-seed--73e78ed8,"London, England, United Kingdom, Europe",Geomiq,https://www.crunchbase.com/organization/geomiq,Seed,,,,2017-06-01,Guanqun Investment,1,Geomiq is an intelligent platform that provides Instant quotes and Instant ordering of custom manufactured parts.,"3D Printing, Logistics, Manufacturing"
Seed Round - Gravity Sketch,https://www.crunchbase.com/funding_round/gravity-2-seed--c6fe1092,"London, England, United Kingdom, Europe",Gravity Sketch,https://www.crunchbase.com/organization/gravity-2,Seed,3700000,USD,3700000,2020-09-16,"Forward Partners, Kindred Capital, Point Nine",3,"Gravity Sketch is a VR-based design and collaboration platform that allows distributed teams to create, share, and build in 3D.","3D Technology, Augmented Reality, Industrial Design, Product Design, Virtual Reality"
Seed Round - Neurofenix,https://www.crunchbase.com/funding_round/neurofenix-seed--9f35dc6f,"London, England, United Kingdom, Europe",Neurofenix,https://www.crunchbase.com/organization/neurofenix,Seed,,,,2017-05-02,Social Tech Trust,1,"Neurofenix is aiming to make rehabilitation more autonomous, enjoyable and accessible to stroke victims.","Automotive, Autonomous Vehicles, Health Care, Service Industry"
Seed Round - Entale Media,https://www.crunchbase.com/funding_round/entale-media-seed--065ff4ad,"London, England, United Kingdom, Europe",Entale Media,https://www.crunchbase.com/organization/entale-media,Seed,150000,GBP,194251,2017-09-01,Founders Factory,1,Entale offers an AI-powered platform that provides an immersive podcasting experience.,"Apps, Artificial Intelligence, Audio, Podcast"
Seed Round - Gophr,https://www.crunchbase.com/funding_round/gophr-limited-seed--d29cf73a,"London, England, United Kingdom, Europe",Gophr,https://www.crunchbase.com/organization/gophr-limited,Seed,650000,USD,650000,2014-09-01,Auctus Alternative,1,We build technology for the same-day courier community that creates industry-leading delivery experiences,"B2B, Courier Service, Delivery, Delivery Service, Information Technology, Logistics, Same Day Delivery, Software"
Seed Round - VU.CITY,https://www.crunchbase.com/funding_round/vu-city-seed--75e00f19,"London, England, United Kingdom, Europe",VU.CITY,https://www.crunchbase.com/organization/vu-city,Seed,3000000,GBP,4018921,2017-10-01,Grosvenor Hill Ventures,1,"SaaS scale-up helping real estate professionals make better design and planning decisions, faster","Commercial Real Estate, Property Development, Property Management, Real Estate, SaaS, Smart Cities"
Seed Round - SyntheticGestalt,https://www.crunchbase.com/funding_round/syntheticgestalt-seed--35716104,"London, England, United Kingdom, Europe",SyntheticGestalt,https://www.crunchbase.com/organization/syntheticgestalt,Seed,3000000,USD,3000000,2019-04-09,"Headline Asia (formerly Infinity Ventures), Incubate Fund",2,SyntheticGestalt develops machine learning models for drug discovery and software for facilitating and automating research.,"Information Technology, Machine Learning, Pharmaceutical, Software"
Seed Round - Project Etopia,https://www.crunchbase.com/funding_round/project-etopia-seed--5da1c9bc,"London, England, United Kingdom, Europe",Project Etopia,https://www.crunchbase.com/organization/project-etopia,Seed,4000000,USD,4000000,2018-07-04,"Alexander Fink, Stanley Fink",2,Project Etopia is a creating more economical and environmental developments through technological advancements.,"Construction, Environmental Consulting, Real Estate, Renewable Energy"
Seed Round - yellowpop,https://www.crunchbase.com/funding_round/yellowpop-seed--9fe3bd8a,"London, England, United Kingdom, Europe",yellowpop,https://www.crunchbase.com/organization/yellowpop,Seed,,,,2019-03-09,,,Yellowpop specialise in wall art with a focus on handcrafted neon signs,"E-Commerce, Internet"
Seed Round - Weengs,https://www.crunchbase.com/funding_round/weengs-seed--961429d1,"London, England, United Kingdom, Europe",Weengs,https://www.crunchbase.com/organization/weengs,Seed,75000,GBP,116048,2015-10-15,"Apostolos Apostolakis, LocalGlobe, Thanos Triant",3,Weengs provides all the logistics services people need to build and grow their e-commerce businesses.,"E-Commerce, Logistics, Shipping, Supply Chain Management"
Seed Round - causaLens,https://www.crunchbase.com/funding_round/causalens-seed--a5b6b3b5,"London, England, United Kingdom, Europe",causaLens,https://www.crunchbase.com/organization/causalens,Seed,5000000,USD,5000000,2019-04-01,"Generation Ventures, IQ Capital",2,CausaLens is a casual AI software company that develops intelligent machines.,"Artificial Intelligence, Big Data, Machine Learning, Software"
Seed Round - Opun,https://www.crunchbase.com/funding_round/opun-seed--d8b902cb,"London, England, United Kingdom, Europe",Opun,https://www.crunchbase.com/organization/opun,Seed,1240000,GBP,1925553,2015-02-25,Pario Ventures,1,Why leave home improvement to chance? Opun is the smart new way to end your home improvement nightmares.,"Consumer, Digital Marketing, Home Decor, Home Improvement, Product Design"
Seed Round - Snaptrip,https://www.crunchbase.com/funding_round/snaptrip-seed--8fb28524,"London, England, United Kingdom, Europe",Snaptrip,https://www.crunchbase.com/organization/snaptrip,Seed,1000000,USD,1000000,2015-01-20,"Charlotte Street Capital, London Co-Investment Fund",2,Snaptrip is a marketplace for people to discover the best last minute cottage holiday deals in the UK.,"Marketplace, Tourism, Travel, Travel Agency"
Seed Round - Muzmatch,https://www.crunchbase.com/funding_round/muzmatch-seed--d86b2ec5,"London, England, United Kingdom, Europe",Muzmatch,https://www.crunchbase.com/organization/muzmatch,Seed,120000,USD,120000,2017-08-21,Y Combinator,1,Muzmatch is the worlds biggest dating app for Muslims looking for their life partner. Backed by Y Combinator S17.,"Apps, Dating, Mobile Apps"
Seed Round - Neva Aerospace,https://www.crunchbase.com/funding_round/neva-aerospace-ltd-seed--2077e196,"Falmer, East Sussex, United Kingdom, Europe",Neva Aerospace,https://www.crunchbase.com/organization/neva-aerospace-ltd,Seed,134000,USD,134000,2015-05-05,,,"Manufacturer of Heavy Drones & robotic aerial platforms, SasS platform for industrial drone management","Aerospace, B2B, Drones, Industrial, Robotics, Transportation"
Seed Round - Gophr,https://www.crunchbase.com/funding_round/gophr-limited-seed--7081add5,"London, England, United Kingdom, Europe",Gophr,https://www.crunchbase.com/organization/gophr-limited,Seed,650000,USD,650000,2019-09-01,,,We build technology for the same-day courier community that creates industry-leading delivery experiences,"B2B, Courier Service, Delivery, Delivery Service, Information Technology, Logistics, Same Day Delivery, Software"
Seed Round - Lobster,https://www.crunchbase.com/funding_round/lobster-seed--fed4795c,"London, England, United Kingdom, Europe",Lobster,https://www.crunchbase.com/organization/lobster,Seed,300000,GBP,424656,2016-03-15,"MassChallenge, SyndicateRoom",2,"Lobster is a platform which enables brands, agencies and the media to licence visual content directly from social media users.  ","Content Creators, Digital Media, Photography, Social Media, Social Network, Video"
Seed Round - Tailify,https://www.crunchbase.com/funding_round/tailify-seed--17205f36,"London, England, United Kingdom, Europe",Tailify,https://www.crunchbase.com/organization/tailify,Seed,,,,2018-01-01,Collider,1,"Influencer Marketing, Powered by Science.","Advertising, Social Media"
Seed Round - OnBuy,https://www.crunchbase.com/funding_round/onbuy-seed--9a52f9c0,"Poole, Dorset, United Kingdom, Europe",OnBuy,https://www.crunchbase.com/organization/onbuy,Seed,3000000,GBP,3899142,2020-02-05,Fuel Ventures,1,OnBuy is an online marketplace that offers multi-category products.,"Consumer Goods, E-Commerce, Marketplace, Retail"
Seed Round - Optellum,https://www.crunchbase.com/funding_round/optellum-seed--775559b8,"Oxford, Oxfordshire, United Kingdom, Europe",Optellum,https://www.crunchbase.com/organization/optellum,Seed,1000000,GBP,1240992,2019-07-16,"IQ Capital, Luminous Ventures, St. John's College",3,Optellum develops an imaging biomarker for smart lung cancer detection.,"Health Care, Machine Learning, Medical Device, Software"
Seed Round - dopay,https://www.crunchbase.com/funding_round/dopay-seed--d67a9c44,"London, England, United Kingdom, Europe",dopay,https://www.crunchbase.com/organization/dopay,Seed,2000000,USD,2000000,2015-04-30,"Techstars, Techstars Ventures, Tekton Ventures",3,dopay provides a cloud-based payroll service that allows employers to calculate salaries and make payments electronically.,"Finance, Financial Services, FinTech, Payments"
Seed Round - Peanut App,https://www.crunchbase.com/funding_round/peanut-2-seed--2adc3226,"London, England, United Kingdom, Europe",Peanut App,https://www.crunchbase.com/organization/peanut-2,Seed,,,,2017-01-19,"Felix Capital, Julien Codorniou, New Enterprise Associates, Partech",4,Peanut is an online platform that provides a safe space for women to connect across fertility and motherhood.,"Apps, Communities, Leisure, Location Based Services, Messaging, Parenting, Social Network"
Seed Round - Vuyu.app,https://www.crunchbase.com/funding_round/vuyu-app-seed--9cc8fd9f,"London, England, United Kingdom, Europe",Vuyu.app,https://www.crunchbase.com/organization/vuyu-app,Seed,550000,GBP,717033,2019-04-05,,,The world's first and only mobile app and desktop streaming platform to Go Live across multiple social networks simultaneously.,"Broadcasting, Information Technology, Media and Entertainment, Mobile Apps, Mobile Devices, Social Media"
Seed Round - Perenna,https://www.crunchbase.com/funding_round/perenna-seed--9f479a9a,"London, England, United Kingdom, Europe",Perenna,https://www.crunchbase.com/organization/perenna,Seed,10000000,USD,10000000,2021-01-18,"Casper Arbøll, Kevin Flaherty, Tony Mallin",3,Perenna is building a mortgage lender with a customer-first mindset.,"Finance, Financial Services"
Seed Round - ScaleXP,https://www.crunchbase.com/funding_round/scalexp-seed--b478f42a,"London, England, United Kingdom, Europe",ScaleXP,https://www.crunchbase.com/organization/scalexp,Seed,600000,GBP,851241,2021-05-18,"Alexander Hirsch, Angel Academe, Cambridge Angels group, Female Angel Investor Network, Founders Factory, SyndicateRoom",6,ScaleXP is an automated analytics platform that helps small businesses consolidate their financial and sales data.,"Analytics, Cloud Data Services, Software"
Seed Round - Quorso,https://www.crunchbase.com/funding_round/quorso-seed--2fc50dc6,"London, England, United Kingdom, Europe",Quorso,https://www.crunchbase.com/organization/quorso,Seed,2400000,USD,2400000,2017-04-14,Hambro Perks Ltd.,1,A new era for store management: Agile. Simple. Human.,"Analytics, Application Performance Management, Big Data, Predictive Analytics, Retail, Retail Technology, Software, Task Management"
Seed Round - Kyra,https://www.crunchbase.com/funding_round/kyra-entertainment-seed--9d27a8c5,"London, England, United Kingdom, Europe",Kyra,https://www.crunchbase.com/organization/kyra-entertainment,Seed,,,,2019-09-01,"Firstminute Capital, Guardian Media Group, Rainfall Ventures, Torch Capital",4,A Global Creator Economy Company.,Digital Entertainment
Seed Round - Feel,https://www.crunchbase.com/funding_round/feel-c09a-seed--f4664c58,"London, England, United Kingdom, Europe",Feel,https://www.crunchbase.com/organization/feel-c09a,Seed,1600000,USD,1600000,2020-07-02,"Fuel Ventures, Tom Vorisek",2,Feel is a pure nutritional supplements startup.,"Dietary Supplements, Health Care, Nutrition, Wellness"
Seed Round - Jupiter Diagnostics,https://www.crunchbase.com/funding_round/jupiter-diagnostics-seed--03023c5e,"London, England, United Kingdom, Europe",Jupiter Diagnostics,https://www.crunchbase.com/organization/jupiter-diagnostics,Seed,1600000,GBP,2002400,2017-01-23,"Angels in MedCity, London Co-Investment Fund, Newable Private Investing, Oxford Investment Opportunity Network, SFC Capital",5,Jupiter Diagnostics has developed a diagnostic platform,"Health Care, Health Diagnostics, Medical Device"
Seed Round - Lingumi,https://www.crunchbase.com/funding_round/lingumi-seed--92480b17,"London, England, United Kingdom, Europe",Lingumi,https://www.crunchbase.com/organization/lingumi,Seed,500000,GBP,648294,2016-09-29,"Emerge Education, LocalGlobe",2,Lingumi is an edtech startup that teaches English to kids aged 2 to 6 using an app and a range of physical products.,"Apps, E-Learning, EdTech, Education"
